Profile,Horizon,Depth,Colour,Texture,Structure,Consistence,Rootlets,Mottle,Concretions,Boundary,Others
No,,(cm),(moist),,,,,,,,
"",,,3,,,,,,,,
399,Ap,0-24,5YR /3,SL,Sabk,L,Ffirt,-,-,CS,-
"",,,4,,,,,,,,
"",AB,24-50,5YR /6,SCL,Sabk,L,Fvfirt,-,-,CS,-
"",,,4,,,,,,,,
"",,,,,,,,,,,
"",Bt1,,,,,,,,,,
"",,50-80,7.5YR /4,SCL,Sabk,L,Fvfirt,-,-,DS,-
"",,,4,,,,,,,,
"",Bt2,80-106,7.5YR /4,SCL,Sabk,L,Fvfirt,-,-,DS,-
"",,,4,,,,,,,,
"",,,,,,,,,,,
"",BC,,,,,,,,,,
"",,106-120,7.5YR /4,SCL,Sabk,L,Fvfirt,-,-,-,-
"",,,,,,,,,,,
"",,,3,,,,,,,,
400,,0-22,7.5YR /3,SL,Fsabk,L,Mfirt,-,-,GW,-
"",Ap,,,,,,,,,,
"",,,4,,,,,,,,
"",,,,,,,,,,,
"",AB,,,,,,,,,,
"",,22-50,5YR /4,SL,Fsabk,L,Fcort,-,-,CW,-
"",,,4,,,,,,,,
"",B1,50-73,7.5YR /4,SCL,Fsabk,L,Fcort,-,-,CW,-
"",,,4,,,,,,,,
"",,,,,,,,,,,
"",B2,,,,,,,,,,
"",,73-120,7.5YR /4,SCL,Fsabk,L,Fcort,-,-,-,-
"",,,,,,,,,,,
"",,,3,,,,,,,,
405,Ap,0-20,5YR /2,SL,Fsabk,L,Mmed,-,-,DS,-
"",,,3,,,,,,,,
"",,,,,,,,,,,
"",AB,,,,,,,,,,
"",,20-58,10YR /2,L,Fsabk,L,Mco,-,-,GS,-
"",,,4,,,,,,,,
"",Bt1,58-76,10YR /4,CL,Fsabk,Fr,Fmed,-,-,GS,-
"",,,4,,,,,,,,
"",,,,,,,,,,,
"",Bt2,,,,,,,,,,
"",,76-105,7.5YR /6,CL,Sabk,Fr,-,-,-,CS,-
"",,,,,Sand,Clay,,,
"",Elevation(masl),Coordinate,,Horizon,,,Silt,,
ProfileID,,,Horizon,Depth (cm),,g/Kg,,Silt/Clay ratio,Texture
"",,o,,,,,,,
399,88,5 19’,,,,,,,
"",,,,,,,,,
"",,23.9’’ N,,,,,,,
"",,o,,,,,,,
"",,7 33’,,,,,,,
"",,,,,,,,,
"",,57.2’’ E,Ap,0-24,400,460,140,0.30,C
"",,,,,,,,,
"",,,AB,24-50,300,520,180,0.35,C
"",,,Bt1,50-80,620,320,60,0.19,SCL
"",,,Bt2,80-106,540,400,60,0.15,SC
"",,,BC,106-120,480,440,80,0.18,SC
"",,o,,,,,,,
400,127,5 20’,,,,,,,
"",,,,,,,,,
"",,18.6’’ N,,,,,,,
"",,o,,,,,,,
"",,7 35’,,,,,,,
"",,,,,,,,,
"",,14.7’’ E,Ap,0-22,520,400,800,2.0,SC
"",,,AB,22-50,500,420,800,1.9,SC
"",,,B1,50-73,740,200,600,3.0,SL
"",,,B2,73-120,660,290,500,1.7,SCL
"",,,,,,,,,
405,69,5o 21’,,,,,,,
"",,33.0’’ N,,,,,,,
"",,7o 38’,,,,,,,
"",,54.7’’ E,Ap,0-20,520,340,140,0.41,SCL
"",,,AB,20-58,720,240,40,0.17,SCL
"",,,B1,58-76,720,240,40,0.17,SCL
"",,,B2,76-105,700,260,40,0.15,SCL
Profile,Horizon,Depth,Colour,Texture,Structure,Consistenc,Rootlets,Mottle,Concretions,Boundary,Others
No,,(cm),(moist),,,e,,,,,
"",,,5,,,,,,,,
401,Ap,0-15,2.5YR /0,SL,Sabk,Fr,Mmdrt,-,F Fe/mn,CW,Fst
"",,,5,,,,,,,,
"",AB,15-32,2.5YR /0,SL,Sabk,Fr,Mmdrt,-,F Fe/mn,CW,Fst
"",,,2,,,,,,,,
"",Bt1,32-60,7.5YR /0,SL,Sabk,Fr,Mmdrt,-,M Fe/mn,DS,Fst
"",,,3,,,,,,,,
"",Bt2,60-80,7.5YR /2,SL,Sabk,L,Vfcort,-,M Fe/mn,CS,Fst
"",,,3,,,,,,,,
"",BC,80-110,7.5YR /3,SCL,Sabk,L,Vcort,-,M Fe/mn,-,Fst
"",,,,,,,,,,,
"",,,4,,,,,,,,
402,,0-10,10YR /3,C,Vfasbk,Fi,Mmedrt,-,-,DS,
"",Ap,,,,,,,,,,
"",,,4,,,,,,,,
"",AB,10-25,5YR /4,C,Vfasbk,Fi,Mmedrt,-,C Fe,DS,
"",,,5,,,,,,,,
"",,25-40,10YR /3,C,Vfasbk,Fi,Mmedrt,Mmed,"C, Fe",DS,
"",,,,,,,,,,,
"",Bt1,,,,,,,(2.5YR 3⁄4),,,
"",,,5,,,,,,,,
"",,40-60,10YR /3,C,Vfasbk,Fi,Mmed,Mmed,"C, Fe",-,
"",Bt2,,,,,,,(2.5YR 3⁄4),,,
"",,,,,,,,,,,
"",,,4,,,,,,,,
403,,0-15,7.5YR /3,SCL,Fsabk,Fi,Ffirt,-,-,CW,
"",Ap,,,,,,,,,,
"",,,4,,,,,,,,
"",AB,15-48,10YR /4,SCL,Fsabk,Fi,Fmdrt,-,-,CW,
"",,,4,,,,,4,,,
"",,,10YR /6,SCL,Vfsabk,Fr,Ffirt,7.5YR /6,-,CW,
"",B1,48-75,,,,,,Mmdmt,,,
"",,,4,,,,,4,,,
"",,,10YR /6,SCL,Vfsabk,Fr,Fvfirt,7.5YR /6,-,-,
"",B2,75-100,,,,,,Mmdmt,,,
"",,,,,,,,,,,
"",,,3,,,,,,,,
404,Ap,0-10,5YR /2,CL,Vfasbk,L,Mfi,-,-,CS,-
"",,,3,,,,,,,,
"",,10-25,10YR /2,CL,Vfasbk,Fr,Ffi,Mmed,M Fe/mn,CS,-
"",,,,,,,,4,,,
"",AB,,,,,,,2.5 YR /6,,,
"",,,3,,,,,,,,
"",,25-45,10YR /2,CL,Fasbk,Fi,Ffi,Mmed,M Fe/mn,DW,-
"",,,,,,,,4,,,
"",B1,,,,,,,2.5 YR /6,,,
"",,,5,,,,,,,,
"",,45-57,10YR /3,C,Masbk,Vfi,-,Mmed,M Fe,DS,Slicken
"",,,,,,,,4,,,
"",B2,,,,,,,2.5 YR /4,,,side
"",,,5,,,,,,,,
"",,57-110,10YR /3,C,Mabk,Vfi,-,Mmed,VM Fe,-,-
"",,,,,,,,4,,,
"",BC,,,,,,,2.5 YR /4,,,
"",,,,,Sand,Clay,,,
ProfileI,Elevation(masl,Coordinat,,Horizon,,,Silt,Silt/Clay,Textur
D,),e,Horizon,Depth (cm),,g/Kg,,ratio,e
"",,o,,,,,,,
401,96,5 27’,,,,,,,
"",,,,,,,,,
"",,53.8’’ N,,,,,,,
"",,o,,,,,,,
"",,7 38’,,,,,,,
"",,,,,,,,,
"",,00.6’’ E,Ap,0-15,640,300,60,0.20,SCL
"",,,AB,15-32,600,360,40,0.11,SC
"",,,Bt1,32-60,700,200,100,0.50,SL
"",,,Bt2,60-80,680,260,60,0.23,SCL
"",,,BC,80-110,620,300,80,0.27,SCL
"",,,,,,,,,
"",,o,,,,,,,
402,43,5 27’,,,,,,,
"",,,,,,,,,
"",,54.0’’ N,,,,,,,
"",,o,,,,,,,
"",,7 37’,,,,,,,
"",,,,,,,,,
"",,37.6’’ E,Ap,0-10,600,340,60,0.18,SCL
"",,,,,,,,,
"",,,AB,10-25,580,340,80,0.24,SCL
"",,,B1,25-40,560,340,100,0.29,SCL
"",,,B12,40-60,560,380,60,0.16,SC
"",,,,,Sand,Clay,,,
ProfileI,Elevation(masl,Coordinat,,Horizon,,,Silt,Silt/Clay,Textur
D,),e,Horizon,Depth (cm),,g/Kg,,ratio,e
"",,o,,,,,,,
403,39,5 27’,,,,,,,
"",,,,,,,,,
"",,48.3’’ N,,,,,,,
"",,o,,,,,,,
"",,7 37’,,,,,,,
"",,,,,,,,,
"",,35.0’’ E,Ap,0-15,560,400,400,1.0,SC
"",,,AB,15-48,580,380,400,1.1,SC
"",,,B1,48-75,620,340,400,1.2,SCL
"",,,B2,75-100,440,480,800,1.7,C
"",,,,,,,,,
"",,o,,,,,,,
404,35,5 28’,,,,,,,
"",,,,,,,,,
"",,04.4’’ N,,,,,,,
"",,o,,,,,,,
"",,7 37’,,,,,,,
"",,,,,,,,,
"",,59.7’’ E,Ap,0-10,300,600,100,1.7,C
"",,,AB,10-25,280,620,100,1.6,C
"",,,B1,25-45,260,640,100,1.6,C
"",,,B2,45-57,420,260,320,1.2,L
"",,,BC,57-110,540,320,140,0.4,SCL
ProfileID,Horizon,Depth,pH(H2O),pH(Kcl),Ca,Mg,K,Na,EA,TEB,ECEC,%Base,OC,Total,C/N,Av.P
"",,,,,,,,,,,,Sat,g/Kg,N,Ratio,mg/kg
"",,,,,,,,cmol / kg,,,,,,g/Kg,,
399,Ap,0-24,4.78,4.10,0.44,0.97,0.04,0.45,4.60,1.90,6.50,29.23,2.8,0.3,9.33,3.90
"",AB,24-50,4.95,4.17,0.45,0.88,0.08,0.46,4.00,1.87,5.87,31.86,2.0,0.2,10.00,4.80
"",Bt1,50-80,4.91,4.20,0.35,0.95,0.05,0.46,2.40,1.81,4.21,42.99,4.6,0.5,9.20,2.90
"",Bt2,80-106,4.79,4.28,0.40,0.97,0.06,0.44,2.70,1.87,4.57,40.92,2.9,0.3,9.67,3.40
"",BC,106-120,5.09,4.30,0.39,0.88,0.04,0.43,4.10,1.74,5.84,29.79,2.4,0.2,12.00,3.90
"",,,,,,,,,,,,,,,,
400,Ap,0-22,5.62,4.95,0.71,0.95,0.04,0.48,4.10,2.18,6.28,34.71,2.4,0. 2,12.00,3.40
"",AB,22-50,5.47,4.98,0.60,0.80,0.04,0.38,4.60,1.82,6.42,28.35,3.2,0.3,10.67,1.95
"",Bt1,50-73,4.93,4.35,0.46,0.97,0.11,0.41,2.70,1.95,4.65,41.94,3.6,0.4,9.00,1.45
"",Bt2,73-120,4.99,4.35,0.45,0.95,0.05,0.04,4.50,1.49,5.99,24.87,4.0,0.4,10.00,5.30
"",,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,
405,Ap,0-20,5.17,4.10,0.33,0.86,0.16,0.68,4.70,2.03,6.73,30.16,6.0,0.6,10.00,6.30
"",AB,20-58,4.41,4.08,0.28,0.66,0.11,0.63,3.60,1.68,5.28,31.82,15.4,1.5,10.27,8.10
"",B1,58-76,5.26,4.06,0.29,1.79,0.08,0.60,3.20,2.76,5.96,46.31,3.0,0.3,10.00,6.75
"",B2,76-105,5.15,4.11,0.24,0.76,0.08,0.70,3.80,1.78,5.58,31.90,4.8,0.5,9.60,6.75
ProfileID,Horizon,Depth,pH(H2O),pH(Kcl),Ca,Mg,K,Na,EA,TEB,ECEC,%Base,OC,Total,C/N,Av.P
"",,,,,,,,,,,,Sat,g/Kg,N,Ratio,mg/kg
"",,,,,,,,cmol / kg,,,,,,g/Kg,,
401,Ap,0-15,7.22,7.18,0.65,2.04,0.48,0.70,3.40,3.87,7.27,53.23,4.2,0.4,10.50,3.90
"",AB,15-32,7.72,7.40,1.50,1.89,0.20,0.56,3.50,4.15,7.65,54.25,4.1,0.4,10.25,3.40
"",Bt1,32-60,7.43,7.42,1.38,1.87,0.21,0.74,3.80,4.20,8.00,52.50,10.1,1.0,10.10,1.95
"",Bt2,60-80,7.44,7.42,1.20,1.50,0.16,0.55,2.70,3.41,6.11,55.81,6.6,0.7,9.43,2.90
"",BC,80-110,7.33,7.26,0.98,1.23,0.19,0.62,3.90,3.02,6.92,43.64,7.1,0.7,10.14,1.60
"",,,,,,,,,,,,,,,,
402,Ap,0-10,4.41,3.87,0.92,1.15,0.17,0.60,2.70,2.84,5.54,51.26,5.1,0.5,10.20,4.80
"",AB,10-25,4.45,3.67,0.51,1.11,0.18,0.68,3.80,2.48,6.28,39.49,4.5,0.5,9.00,1.45
"",B1,25-40,4.90,3.63,0.41,0.80,0.18,0.63,4.20,2.02,6.22,32.48,10.0,1.0,10.00,4.35
"",B12,40-60,4.30,3.55,0.30,0.68,0.18,0.61,5.50,1.77,7.27,24.35,6.7,0.7,9.57,6.30
"",,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,
403,Ap,0-15,5.33,4.22,0.40,1.09,0.16,0.61,4.90,2.26,7.16,31.56,4.9,0.5,9.80,6.30
"",AB,15-48,5.14,4.00,0.36,1.05,0.14,0.70,3.80,2.25,6.05,37.19,4.7,0.5,9.40,7.20
"",Bt1,48-75,4.74,3.96,0.36,0.95,0.12,0.62,3.50,2.05,5.55,36.94,3.5,0.4,8.75,6.70
"",Bt2,75-100,4.68,4.01,0.33,0.82,0.11,0.73,5.10,1.99,7.09,28.07,3.6,0.4,9.00,5.40
"",,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,
404,Ap,0-10,5.09,4.44,0.43,1.11,1.07,0.70,4.60,3.31,7.91,41.85,5.1,0.5,10.20,7.65
"",AB,10-25,4.72,4.04,0.53,1.07,0.26,0.69,5.40,2.55,7.95,32.08,3.1,0.3,10.33,6.30
"",B1,25-45,4.47,3.90,0.49,1.13,0.47,0.81,5.20,2.90,8.10,35.80,2.5,0.3,8.33,5.87
"",Bt1,45-57,4.53,3.86,0.46,1.15,0.23,0.73,4.30,2.57,6.87,37.41,13.8,1.4,9.86,5.40
"",BC,57-110,4.78,3.72,0.54,1.42,0.17,0.75,4.70,2.88,7.58,37.99,12.8,1.3,9.85,4.95
ProfileID,Horizon,Horizon,Fe(Oxal)%,Fe(DCB)%,Active,Fe,Al(oxala)%,Al(DCB)%,Active Al
"",,Depth,,,ratio,,,,ratio
"",,,,,(Feo/Fed),,,,(Alo/Ald)
399,Ap,0-24,0.455,0.356,1.28,,0.563,0.405,0.04
"",AB,24-50,0.611,0.483,1.26,,0.537,0.393,0.04
"",Bt1,50-80,0.509,0.636,0.80,,0.576,0.524,0.04
"",Bt2,80-106,0.455,0.356,1.28,,0.616,0.511,0.05
"",BC,106-120,0.382,0.636,0.60,,0.642,0.486,0.05
"",,,,,,,,,
400,Ap,0-22,0.254,0.738,0.34,,0.603,0.459,0.05
"",AB,22-50,0.356,0.713,0.50,,0.563,0.446,0.04
"",Bt1,50-73,0.432,0.458,0.94,,0.524,0.511,0.04
"",Bt2,73-120,0.331,0.433,0.76,,0.485,0.524,0.04
"",,,,,,,,,
"",,,,,,,,,
405,Ap,0-20,0.280,0.636,0.44,,0.301,0.459,0.02
"",AB,20-58,0.305,0.534,0.57,,0.485,0.405,0.04
"",Bt1,58-76,0.407,0.331,1.23,,0.524,0.393,0.04
"",Bt2,76-105,0.509,0.331,1.54,,0.550,0.524,0.04
ProfileID,Horizon,Horizon,Fe(Oxal)%,Fe(DCB)%,Active,Fe,Al(oxala)%,Al(DCB)%,Active,Al
"",,Depth,,,ratio,,,,ratio,
"",,,,,(Feo/Fed),,,,(Alo/Ald),
401,Ap,0-15,0.407,0.560,0.73,,0.472,0.485,0.04,
"",AB,15-32,0.509,0.534,0.95,,0.380,0.511,0.03,
"",Bt1,32-60,0.560,0.560,1.00,,0.419,0.524,0.03,
"",Bt2,60-80,0.458,0.560,0.82,,0.472,0.432,0.04,
"",BC,80-110,0.331,0.534,0.62,,0.445,0.498,0.03,
402,,,,,,,,,,
"",Ap,0-10,0.407,0.560,0.73,,0.485,0.381,0.04,
"",AB,10-25,0.585,0.588,1.00,,0.419,0.405,0.03,
"",Bt1,25-40,0.331,0.661,0.50,,0.406,0.394,0.03,
"",Bt2,40-60,0.331,0.738,0.45,,0.485,0.419,0.04,
"",,,,,,,,,,
403,Ap,0-15,0.331,0.661,0.50,,0.419,0.405,0.03,
"",AB,15-48,0.381,0.560,0.68,,0.367,0.393,0.03,
"",Bt1,48-75,0.560,0.585,0.96,,0.445,0.511,0.03,
"",Bt2,75-100,0.509,0.534,0.95,,0.419,0.432,0.03,
"",,,,,,,,,,
"",,,,,,,,,,
404,Ap,0-10,0.381,0.763,0.50,,0.354,0.393,0.03,
"",AB,10-25,0.458,0.356,1.29,,0.445,0.420,0.03,
"",Bt1,25-45,0.763,0.636,1.20,,0.524,0.419,0.04,
"",Bt2,45-57,0.534,0.611,0.87,,0.419,0.524,0.03,
"",BC,57-110,0.636,0.713,0.89,,0.419,0.473,0.03,
